query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,4115,4115,277
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0000672,-006.450,-001.850,0000.200,0000.0,0000.0,3770,290,157,55,713,4081,2307,52531,0.0439105,0,3,0
0000673,-006.400,-001.850,0000.200,0000.0,0000.0,3769,291,158,55,738,4201,2409,52386,0.0438904,0,3,0
0000674,-006.350,-001.850,0000.200,0000.0,0000.0,3769,290,157,56,846,4105,2334,52374,0.0429349,0,4,0
0000675,-006.300,-001.850,0000.200,0000.0,0000.0,3768,291,158,56,859,4259,2462,52207,0.0430237,0,4,0
0000676,-006.250,-001.850,0000.200,0000.0,0000.0,3767,292,158,56,874,4429,2601,52022,0.0428944,0,4,0
0000677,-006.200,-001.850,0000.200,0000.0,0000.0,3757,302,160,56,812,4253,2520,52260,0.0438401,0,4,0
0000678,-006.150,-001.850,0000.200,0000.0,0000.0,3755,303,162,57,1063,4816,2884,51446,0.0422943,0,5,0
0000679,-006.100,-001.850,0000.200,0000.0,0000.0,3753,306,166,56,891,5382,3222,51052,0.0443468,0,4,0
0000680,-006.050,-001.850,0000.200,0000.0,0000.0,3750,309,170,56,903,5991,3489,50431,0.0450379,0,4,0
0000681,-006.000,-001.850,0000.200,0000.0,0000.0,3743,315,169,57,1077,7094,3780,49154,0.0435285,0,5,0
0000682,-005.950,-001.850,0000.200,0000.0,0000.0,3385,561,377,169,960,7601,4027,48764,0.107586,0,5,0
0000683,-005.900,-001.850,0000.200,0000.0,0000.0,3052,997,496,66,1075,9710,5136,46540,0.108285,0,3,0
0000684,-005.850,-001.850,0000.200,0000.0,0000.0,3765,285,169,65,716,4038,2254,52571,0.0484372,0,4,0
0000685,-005.800,-001.850,0000.200,0000.0,0000.0,3765,285,169,65,716,4038,2254,52571,0.0484372,0,4,0
0000686,-005.750,-001.850,0000.200,0000.0,0000.0,3765,285,169,65,724,4032,2249,52569,0.0483571,0,4,0
0000687,-005.700,-001.850,0000.200,0000.0,0000.0,3765,286,170,64,724,4044,2258,52557,0.0483571,0,4,0
0000688,-005.650,-001.850,0000.200,0000.0,0000.0,3764,242,131,109,676,4237,2414,52412,0.0500939,0,4,0
0000689,-005.600,-001.850,0000.200,0000.0,0000.0,3764,242,131,109,668,4248,2424,52409,0.0501777,0,4,0
0000690,-005.550,-001.850,0000.200,0000.0,0000.0,3764,242,131,109,674,4254,2428,52397,0.0501148,0,4,0
0000691,-005.500,-001.850,0000.200,0000.0,0000.0,3763,243,131,109,698,4378,2531,52249,0.0498649,0,4,0
0000692,-005.450,-001.850,0000.200,0000.0,0000.0,3763,242,131,110,810,4278,2451,52237,0.048934,0,5,0
0000693,-005.400,-001.850,0000.200,0000.0,0000.0,3762,243,131,110,829,4426,2573,52070,0.048746,0,5,0
0000694,-005.350,-001.850,0000.200,0000.0,0000.0,3761,244,132,110,843,4603,2717,51879,0.04881,0,5,0
0000695,-005.300,-001.850,0000.200,0000.0,0000.0,3745,255,147,115,849,4879,2926,51597,0.05278,0,4,0
0000696,-005.250,-001.850,0000.200,0000.0,0000.0,3744,256,149,115,846,5097,3083,51382,0.0532151,0,4,0
0000697,-005.200,-001.850,0000.200,0000.0,0000.0,3741,258,153,116,1030,5486,3323,50809,0.0522838,0,5,0
0000698,-005.150,-001.850,0000.200,0000.0,0000.0,3738,261,157,116,1029,6096,3612,50200,0.0530715,0,5,0
0000699,-005.100,-001.850,0000.200,0000.0,0000.0,3732,271,161,112,943,6683,3638,49699,0.0539739,0,6,0
0000700,-005.050,-001.850,0000.200,0000.0,0000.0,3382,511,353,222,928,7814,4185,48583,0.114019,0,6,0
0000701,-005.000,-001.850,0000.200,0000.0,0000.0,3585,409,238,121,1010,9363,5203,46952,0.0700488,0,4,0
0000702,-004.950,-001.850,0000.200,0000.0,0000.0,3759,246,147,110,659,4266,2384,52400,0.0538333,0,4,0
0000703,-004.900,-001.850,0000.200,0000.0,0000.0,3752,299,207,64,708,4308,2407,52309,0.0561891,0,4,0
0000704,-004.850,-001.850,0000.200,0000.0,0000.0,3752,299,207,64,713,4303,2403,52309,0.0561309,0,4,0
0000705,-004.800,-001.850,0000.200,0000.0,0000.0,3752,299,207,64,714,4323,2420,52288,0.0561193,0,4,0
0000706,-004.750,-001.850,0000.200,0000.0,0000.0,3751,300,208,64,730,4441,2528,52154,0.0561404,0,4,0
0000707,-004.700,-001.850,0000.200,0000.0,0000.0,3751,300,208,64,733,4438,2521,52154,0.0561056,0,4,0
0000708,-004.650,-001.850,0000.200,0000.0,0000.0,3751,307,209,57,732,4467,2522,52126,0.0548793,0,3,0
0000709,-004.600,-001.850,0000.200,0000.0,0000.0,3750,308,210,57,739,4620,2647,51966,0.0550062,0,3,0
0000710,-004.550,-001.850,0000.200,0000.0,0000.0,3743,315,229,57,750,4716,2690,51859,0.0587873,0,3,0
0000711,-004.500,-001.850,0000.200,0000.0,0000.0,3742,316,230,57,769,4866,2814,51690,0.0587633,0,3,0
0000712,-004.450,-001.850,0000.200,0000.0,0000.0,3741,317,230,57,782,5042,2957,51501,0.0586073,0,3,0
0000713,-004.400,-001.850,0000.200,0000.0,0000.0,3731,327,232,57,792,5214,3085,51319,0.0588955,0,3,0
0000714,-004.350,-001.850,0000.200,0000.0,0000.0,3730,379,269,6,842,5397,3185,51086,0.0554771,0,3,0
0000715,-004.300,-001.850,0000.200,0000.0,0000.0,3721,362,267,32,835,5896,3515,50594,0.060404,0,3,0
0000716,-004.250,-001.850,0000.200,0000.0,0000.0,3718,365,271,32,842,6491,3814,49992,0.0611257,0,3,0
0000717,-004.200,-001.850,0000.200,0000.0,0000.0,3713,369,274,33,1013,7263,4083,49049,0.0598674,0,4,0
0000718,-004.150,-001.850,0000.200,0000.0,0000.0,3380,702,433,33,1024,7900,4256,48401,0.0906791,0,4,0
0000719,-004.100,-001.850,0000.200,0000.0,0000.0,2778,1288,754,49,988,8114,4592,48223,0.157358,0,2,0
0000720,-004.050,-001.850,0000.200,0000.0,0000.0,3731,323,229,61,627,4815,2687,51883,0.0611556,0,3,0
0000721,-004.000,-001.850,0000.200,0000.0,0000.0,3731,323,229,61,573,4456,2466,52296,0.0618601,0,3,0
0000722,-003.950,-001.850,0000.200,0000.0,0000.0,3731,323,229,61,621,4828,2680,51876,0.0612331,0,3,0
0000723,-003.900,-001.850,0000.200,0000.0,0000.0,3731,323,229,61,618,4867,2699,51840,0.0612719,0,3,0
0000724,-003.850,-001.850,0000.200,0000.0,0000.0,3705,320,200,90,708,5005,2797,51612,0.0601286,0,4,0
0000725,-003.800,-001.850,0000.200,0000.0,0000.0,3705,321,201,89,591,5135,2911,51599,0.0616235,0,3,0
0000726,-003.750,-001.850,0000.200,0000.0,0000.0,3705,321,201,89,592,5158,2930,51575,0.0616104,0,3,0
0000727,-003.700,-001.850,0000.200,0000.0,0000.0,3696,352,230,67,648,5352,3083,51325,0.0623557,0,3,0
0000728,-003.650,-001.850,0000.200,0000.0,0000.0,3696,326,193,93,733,5309,3003,51283,0.0589934,0,5,0
0000729,-003.600,-001.850,0000.200,0000.0,0000.0,3695,327,194,93,758,5468,3135,51099,0.058896,0,5,0
0000730,-003.550,-001.850,0000.200,0000.0,0000.0,3687,354,220,74,951,5563,3207,50811,0.058034,0,6,0
0000731,-003.500,-001.850,0000.200,0000.0,0000.0,3677,367,210,71,950,5781,3340,50594,0.0554788,0,6,0
0000732,-003.450,-001.850,0000.200,0000.0,0000.0,3676,368,211,71,785,6166,3612,50374,0.057551,0,5,0
0000733,-003.400,-001.850,0000.200,0000.0,0000.0,3666,405,227,44,827,6652,3884,49846,0.0548361,0,5,0
0000734,-003.350,-001.850,0000.200,0000.0,0000.0,3663,408,232,44,1010,7095,4113,49220,0.0538537,0,6,0
0000735,-003.300,-001.850,0000.200,0000.0,0000.0,3650,421,243,44,1020,8128,4519,48177,0.0558909,0,6,0
0000736,-003.250,-001.850,0000.200,0000.0,0000.0,3325,768,332,22,1042,8617,4570,47666,0.0686446,0,6,0
0000737,-003.200,-001.850,0000.200,0000.0,0000.0,2610,1373,842,132,916,8774,4747,47635,0.1936,0,5,0
0000738,-003.150,-001.850,0000.200,0000.0,0000.0,3659,439,213,17,678,5817,3142,50830,0.0479866,0,4,0
0000739,-003.100,-001.850,0000.200,0000.0,0000.0,3705,395,179,15,669,5840,3053,50816,0.0405518,0,4,0
0000740,-003.050,-001.850,0000.200,0000.0,0000.0,3699,401,183,15,675,5970,3154,50680,0.0413361,0,4,0
0000741,-003.000,-001.850,0000.200,0000.0,0000.0,3744,355,165,16,690,6057,3187,50578,0.0376691,0,4,0
0000742,-002.950,-001.850,0000.200,0000.0,0000.0,3747,351,146,17,817,6033,3164,50475,0.0330495,0,5,0
0000743,-002.900,-001.850,0000.200,0000.0,0000.0,3740,341,138,34,634,5836,3142,50855,0.0362182,0,4,0
0000744,-002.850,-001.850,0000.200,0000.0,0000.0,3732,365,140,18,706,6365,3431,50254,0.0327733,0,4,0
0000745,-002.800,-001.850,0000.200,0000.0,0000.0,3749,349,130,17,714,6622,3621,49989,0.0304411,0,4,0
0000746,-002.750,-001.850,0000.200,0000.0,0000.0,3795,283,102,37,703,6798,3727,49824,0.0288501,0,4,0
0000747,-002.700,-001.850,0000.200,0000.0,0000.0,3868,229,104,18,761,7010,3841,49554,0.0250205,0,4,0
0000748,-002.650,-001.850,0000.200,0000.0,0000.0,3918,179,98,18,751,7070,3837,49504,0.0238389,0,4,0
0000749,-002.600,-001.850,0000.200,0000.0,0000.0,3907,190,105,18,747,7268,3964,49310,0.0252982,0,4,0
0000750,-002.550,-001.850,0000.200,0000.0,0000.0,3901,196,99,18,736,7493,4093,49096,0.0241187,0,4,0
0000751,-002.500,-001.850,0000.200,0000.0,0000.0,3879,217,100,19,916,7789,4293,48620,0.0236533,0,5,0
0000752,-002.450,-001.850,0000.200,0000.0,0000.0,3896,201,104,18,747,8501,4694,48077,0.0250926,0,4,0
0000753,-002.400,-001.850,0000.200,0000.0,0000.0,3828,259,112,28,910,9231,5026,47184,0.0278607,0,5,0
0000754,-002.350,-001.850,0000.200,0000.0,0000.0,3472,624,196,19,933,10302,5372,46090,0.0425911,0,5,0
0000755,-002.300,-001.850,0000.200,0000.0,0000.0,2883,978,595,254,669,10571,5478,46085,0.177467,0,5,0
0000756,-002.250,-001.850,0000.200,0000.0,0000.0,3869,207,131,39,411,7078,3572,49836,0.0375608,0,2,0
0000757,-002.200,-001.850,0000.200,0000.0,0000.0,3885,225,125,5,388,6697,3326,50240,0.0288696,0,1,0
0000758,-002.150,-001.850,0000.200,0000.0,0000.0,3954,156,51,5,391,6790,3409,50144,0.0124279,0,1,0
0000759,-002.100,-001.850,0000.200,0000.0,0000.0,4024,86,44,5,382,6850,3412,50093,0.0108962,0,1,0
0000760,-002.050,-001.850,0000.200,0000.0,0000.0,3883,227,114,5,382,6709,3341,50234,0.0264621,0,1,0
0000761,-002.000,-001.850,0000.200,0000.0,0000.0,3691,392,170,32,354,6536,3283,50435,0.0452003,0,1,0
0000762,-001.950,-001.850,0000.200,0000.0,0000.0,3934,176,61,5,379,6736,3386,50210,0.0146862,0,1,0
0000763,-001.900,-001.850,0000.200,0000.0,0000.0,4068,36,17,11,361,6660,3322,50304,0.00625559,0,2,0
0000764,-001.850,-001.850,0000.200,0000.0,0000.0,4087,27,11,1,192,3437,1715,53696,0.00278616,0,1,0
0000765,-001.800,-001.850,0000.200,0000.0,0000.0,3277,833,282,5,176,2415,1336,54734,0.0668842,0,0,0
0000766,-001.750,-001.850,0000.200,0000.0,0000.0,4115,0,0,0,180,1968,1092,55177,0,0,0,0
0000767,-001.700,-001.850,0000.200,0000.0,0000.0,2020,1984,1092,111,2491,25900,14403,28934,0.182107,0,4,14
0000768,-001.650,-001.850,0000.200,0000.0,0000.0,2271,1775,946,69,2433,25332,14182,29560,0.155009,0,6,14
0000769,-001.600,-001.850,0000.200,0000.0,0000.0,2510,1543,899,62,2173,22255,12416,32897,0.152831,0,7,14
0000770,-001.550,-001.850,0000.200,0000.0,0000.0,2528,1529,933,58,1827,16446,8975,39052,0.166779,5,5,58
0000771,-001.500,-001.850,0000.200,0000.0,0000.0,2547,1309,745,259,1351,16193,8893,39781,0.183681,0,5,13
0000772,-001.450,-001.850,0000.200,0000.0,0000.0,2449,1504,853,162,1547,16242,8941,39536,0.179265,0,5,10
0000773,-001.400,-001.850,0000.200,0000.0,0000.0,2459,1509,871,147,1493,16446,9056,39386,0.181526,0,4,10
0000774,-001.350,-001.850,0000.200,0000.0,0000.0,2417,1522,846,176,1593,16269,9096,39463,0.179047,0,4,10
0000775,-001.300,-001.850,0000.200,0000.0,0000.0,2397,1564,883,154,1637,15530,8724,40158,0.180285,0,4,9
0000776,-001.250,-001.850,0000.200,0000.0,0000.0,2552,1402,810,161,1439,15634,8804,40252,0.174829,0,3,16
0000777,-001.200,-001.850,0000.200,0000.0,0000.0,2712,1251,814,152,1531,15557,8745,40237,0.171095,0,3,18
0000778,-001.150,-001.850,0000.200,0000.0,0000.0,2565,1295,818,255,1324,15378,8731,40623,0.197279,0,3,17
0000779,-001.100,-001.850,0000.200,0000.0,0000.0,2406,1424,866,285,1313,14901,8517,41111,0.212049,0,3,10
0000780,-001.050,-001.850,0000.200,0000.0,0000.0,2719,996,627,400,1358,14698,8313,41269,0.187648,0,6,10
0000781,-001.000,-001.850,0000.200,0000.0,0000.0,2694,1329,774,92,1442,13829,7787,42054,0.155839,0,4,5
0000782,-000.950,-001.850,0000.200,0000.0,0000.0,2473,1452,892,190,1123,10064,5869,46138,0.206567,0,4,3
0000783,-000.900,-001.850,0000.200,0000.0,0000.0,3303,661,455,151,850,7924,4721,48551,0.122054,0,3,5
0000784,-000.850,-001.850,0000.200,0000.0,0000.0,4115,0,0,0,48,444,226,56833,0,0,0,0
0000785,-000.800,-001.850,0000.200,0000.0,0000.0,3865,209,123,41,742,6880,3484,49703,0.0337657,0,4,0
0000786,-000.750,-001.850,0000.200,0000.0,0000.0,3903,205,86,7,757,6903,3538,49665,0.0190887,0,3,0
0000787,-000.700,-001.850,0000.200,0000.0,0000.0,4012,97,47,6,534,6743,3508,50048,0.0114003,0,2,0
0000788,-000.650,-001.850,0000.200,0000.0,0000.0,3921,188,75,6,579,7406,3922,49340,0.0172561,0,2,0
0000789,-000.600,-001.850,0000.200,0000.0,0000.0,3773,324,182,18,560,7774,4205,48991,0.0427807,0,2,0
0000790,-000.550,-001.850,0000.200,0000.0,0000.0,3819,251,131,45,536,8536,4606,48253,0.0378413,0,2,0
0000791,-000.500,-001.850,0000.200,0000.0,0000.0,3495,614,344,6,570,9754,4828,47001,0.0747065,0,2,0
0000792,-000.450,-001.850,0000.200,0000.0,0000.0,3315,792,228,8,546,9160,4734,47619,0.0506329,0,2,0
0000793,-000.400,-001.850,0000.200,0000.0,0000.0,3744,370,279,1,191,3086,1444,54048,0.0650255,0,1,0
0000794,-000.350,-001.850,0000.200,0000.0,0000.0,4011,98,48,6,328,4416,2323,52581,0.012154,0,0,0
0000795,-000.300,-001.850,0000.200,0000.0,0000.0,2187,1780,853,148,1947,17002,9817,38376,0.165127,0,7,1
0000796,-000.250,-001.850,0000.200,0000.0,0000.0,2181,1770,862,164,1759,17141,9868,38425,0.174668,0,7,1
0000797,-000.200,-001.850,0000.200,0000.0,0000.0,2076,1842,912,197,2112,17211,9901,38002,0.178095,0,9,1
0000798,-000.150,-001.850,0000.200,0000.0,0000.0,2085,1884,932,146,2181,18050,10440,37094,0.17122,0,7,10
0000799,-000.100,-001.850,0000.200,0000.0,0000.0,2153,1810,906,152,2108,18986,11018,36231,0.170014,0,7,10
0000800,-000.050,-001.850,0000.200,0000.0,0000.0,2139,1781,948,195,2203,19830,11555,35292,0.180912,0,7,10
0000801,-010.000,-001.800,0000.200,0000.0,0000.0,1950,1849,1238,316,3208,16169,9928,37948,0.212208,0,22,1
0000802,-009.950,-001.800,0000.200,0000.0,0000.0,1930,1866,1209,319,2794,16868,10502,37663,0.221161,0,21,2
0000803,-009.900,-001.800,0000.200,0000.0,0000.0,1914,1884,1196,317,2957,16957,10614,37411,0.213942,0,22,2
0000804,-009.850,-001.800,0000.200,0000.0,0000.0,1977,1840,1139,298,2683,17721,11198,36921,0.211386,0,19,1
0000805,-009.800,-001.800,0000.200,0000.0,0000.0,2105,1839,1206,171,3082,18011,11255,36232,0.19133,0,19,0
0000806,-009.750,-001.800,0000.200,0000.0,0000.0,1974,1951,1192,190,3261,18748,11618,35316,0.187364,20,20,190
0000807,-009.700,-001.800,0000.200,0000.0,0000.0,1929,1856,1073,330,2950,20237,12381,34138,0.198585,0,18,6
0000808,-009.650,-001.800,0000.200,0000.0,0000.0,1872,1981,1029,262,3199,21617,12868,32509,0.176511,0,18,4
0000809,-009.600,-001.800,0000.200,0000.0,0000.0,1513,2395,1227,207,3078,21075,12202,33172,0.19936,0,16,1
0000810,-009.550,-001.800,0000.200,0000.0,0000.0,1477,2448,1109,190,3181,24007,13922,30137,0.178043,0,15,1
0000811,-009.500,-001.800,0000.200,0000.0,0000.0,1595,2332,1131,188,3327,23716,13703,30282,0.177237,0,19,1
0000812,-009.450,-001.800,0000.200,0000.0,0000.0,1434,2466,1241,215,3086,23284,13584,30955,0.202194,0,16,3
0000813,-009.400,-001.800,0000.200,0000.0,0000.0,1289,2656,1374,170,3132,26524,14524,27669,0.213054,16,16,170
0000814,-009.350,-001.800,0000.200,0000.0,0000.0,1681,2264,1295,170,2906,23004,13049,31415,0.20866,0,12,3
0000815,-009.300,-001.800,0000.200,0000.0,0000.0,1771,2182,1269,162,2802,24013,13448,30510,0.206882,0,13,4
0000816,-009.250,-001.800,0000.200,0000.0,0000.0,1794,2085,1276,236,2495,20678,11675,34152,0.228744,0,14,4
0000817,-009.200,-001.800,0000.200,0000.0,0000.0,1830,1997,1206,288,1933,16088,8875,39304,0.247024,0,11,3
0000818,-009.150,-001.800,0000.200,0000.0,0000.0,1853,2057,1245,205,2063,16262,8997,39000,0.234704,0,11,3
0000819,-009.100,-001.800,0000.200,0000.0,0000.0,1885,1907,1137,323,2145,16575,9207,38605,0.233227,0,12,3
0000820,-009.050,-001.800,0000.200,0000.0,0000.0,1952,1787,1083,376,2189,17047,9469,38089,0.23144,0,13,3
0000821,-009.000,-001.800,0000.200,0000.0,0000.0,1891,1597,864,627,2079,17512,9829,37734,0.240717,0,17,3
0000822,-008.950,-001.800,0000.200,0000.0,0000.0,1875,1805,1041,435,2382,17458,9804,37485,0.227182,0,18,4
0000823,-008.900,-001.800,0000.200,0000.0,0000.0,1848,1815,1089,452,2578,16869,9425,37878,0.230241,0,20,4
0000824,-008.850,-001.800,0000.200,0000.0,0000.0,1880,1862,1179,373,2381,17504,9854,37440,0.238916,0,16,2
0000825,-008.800,-001.800,0000.200,0000.0,0000.0,2003,1770,1127,342,2474,17956,10185,36895,0.222947,0,17,1
0000826,-008.750,-001.800,0000.200,0000.0,0000.0,2074,1875,1225,166,2693,18427,10506,36205,0.204318,0,15,0
0000827,-008.700,-001.800,0000.200,0000.0,0000.0,2053,1938,1163,124,3024,18834,10845,35467,0.180277,0,17,0
0000828,-008.650,-001.800,0000.200,0000.0,0000.0,1841,2164,1207,110,2901,19608,11521,34816,0.187714,0,16,0
0000829,-008.600,-001.800,0000.200,0000.0,0000.0,1690,2289,1235,136,2710,17805,10689,36810,0.200879,0,15,1
0000830,-008.550,-001.800,0000.200,0000.0,0000.0,1701,2232,1283,182,2883,19079,11212,35363,0.209346,0,15,1
0000831,-008.500,-001.800,0000.200,0000.0,0000.0,1713,2197,1261,205,2839,19321,11349,35165,0.210814,0,15,0
0000832,-008.450,-001.800,0000.200,0000.0,0000.0,1652,2217,1324,246,2916,21568,12172,32841,0.223297,0,18,0
0000833,-008.400,-001.800,0000.200,0000.0,0000.0,1949,2020,1271,146,2218,15963,9383,39144,0.223749,0,13,0
0000834,-008.350,-001.800,0000.200,0000.0,0000.0,1927,1940,1216,248,2298,15950,9360,39077,0.228286,0,15,2
0000835,-008.300,-001.800,0000.200,0000.0,0000.0,1895,1919,1167,301,2261,15686,9123,39378,0.230238,0,14,0
0000836,-008.250,-001.800,0000.200,0000.0,0000.0,1802,1989,1195,324,2361,16253,9331,38711,0.234558,0,16,1
0000837,-008.200,-001.800,0000.200,0000.0,0000.0,1705,2081,1293,329,2312,17316,9720,37697,0.252373,0,16,2
0000838,-008.150,-001.800,0000.200,0000.0,0000.0,1697,2209,1354,209,2577,18023,9965,36725,0.233562,0,15,0
0000839,-008.100,-001.800,0000.200,0000.0,0000.0,1714,2062,1213,339,2544,19350,10693,35431,0.233068,0,17,0
0000840,-008.050,-001.800,0000.200,0000.0,0000.0,1440,2411,1480,264,3067,20642,11564,33616,0.242829,0,20,0
0000841,-008.000,-001.800,0000.200,0000.0,0000.0,1421,2252,1311,442,3406,24203,13923,29716,0.233081,0,20,0
0000842,-007.950,-001.800,0000.200,0000.0,0000.0,1514,2168,1257,433,3419,24685,13749,29221,0.224316,0,19,0
0000843,-007.900,-001.800,0000.200,0000.0,0000.0,1836,1921,1158,358,3279,18864,10914,35182,0.205031,0,17,0
0000844,-007.850,-001.800,0000.200,0000.0,0000.0,1797,1925,1187,393,3574,19274,11134,34477,0.205488,0,17,0
0000845,-007.800,-001.800,0000.200,0000.0,0000.0,1750,2159,1378,206,3612,19911,11521,33802,0.204995,0,15,0
0000846,-007.750,-001.800,0000.200,0000.0,0000.0,1669,2205,1398,241,3652,21065,12305,32608,0.211021,0,14,0
0000847,-007.700,-001.800,0000.200,0000.0,0000.0,1662,2059,1360,394,3892,22294,12966,31139,0.219058,0,16,0
0000848,-007.650,-001.800,0000.200,0000.0,0000.0,1682,2048,1362,385,3884,24030,14066,29411,0.218402,0,16,0
0000849,-007.600,-001.800,0000.200,0000.0,0000.0,1687,1975,1314,453,3683,26411,15405,27231,0.226597,0,17,0
0000850,-007.550,-001.800,0000.200,0000.0,0000.0,1600,2176,1335,339,3804,28566,16769,24955,0.21139,0,17,0
0000851,-007.500,-001.800,0000.200,0000.0,0000.0,1657,2186,1304,272,4030,27502,16231,25793,0.193493,0,19,0
0000852,-007.450,-001.800,0000.200,0000.0,0000.0,1620,2186,1212,309,3774,26716,15923,26835,0.1928,0,20,0
0000853,-007.400,-001.800,0000.200,0000.0,0000.0,1810,1928,1064,377,3185,23603,14144,30537,0.197397,0,21,0
0000854,-007.350,-001.800,0000.200,0000.0,0000.0,2081,1696,975,338,2838,22566,13006,31921,0.188839,0,17,0
0000855,-007.300,-001.800,0000.200,0000.0,0000.0,2024,1681,920,410,2326,19987,11283,35012,0.20649,15,15,410
0000856,-007.250,-001.800,0000.200,0000.0,0000.0,2103,1728,1034,284,2493,20277,11128,34555,0.199455,0,15,11
0000857,-007.200,-001.800,0000.200,0000.0,0000.0,2063,1754,1059,298,2606,17804,9931,36915,0.201904,0,15,11
0000858,-007.150,-001.800,0000.200,0000.0,0000.0,1923,1771,1109,421,2759,18945,10828,35621,0.222578,0,17,12
0000859,-007.100,-001.800,0000.200,0000.0,0000.0,1900,1814,1116,401,2549,21518,12380,33258,0.227641,0,13,12
0000860,-007.050,-001.800,0000.200,0000.0,0000.0,1559,2083,1277,473,2476,24694,13282,30155,0.265514,0,13,38
0000861,-007.000,-001.800,0000.200,0000.0,0000.0,2129,1539,988,447,2374,21905,11955,33046,0.221143,0,13,14
0000862,-006.950,-001.800,0000.200,0000.0,0000.0,1919,1764,1098,432,2332,18504,10372,36489,0.23732,0,13,15
0000863,-006.900,-001.800,0000.200,0000.0,0000.0,2036,1754,1097,325,2441,18878,10764,36006,0.216901,0,13,11
0000864,-006.850,-001.800,0000.200,0000.0,0000.0,2188,1611,999,316,2046,15219,8729,40060,0.213439,0,12,11
0000865,-006.800,-001.800,0000.200,0000.0,0000.0,2180,1680,1003,255,2002,15329,8833,39994,0.205656,0,11,10
0000866,-006.750,-001.800,0000.200,0000.0,0000.0,2172,1697,991,246,2049,15296,8849,39980,0.200681,0,12,10
0000867,-006.700,-001.800,0000.200,0000.0,0000.0,2157,1728,991,230,2198,15296,8833,39831,0.19341,12,12,223
0000868,-006.650,-001.800,0000.200,0000.0,0000.0,2146,1736,939,233,2054,14954,8699,40317,0.189982,0,11,21
0000869,-006.600,-001.800,0000.200,0000.0,0000.0,2218,1710,937,187,2122,15118,8772,40085,0.180215,0,11,20
0000870,-006.550,-001.800,0000.200,0000.0,0000.0,2198,1748,974,169,2099,15192,8807,40034,0.183939,0,8,20
0000871,-006.500,-001.800,0000.200,0000.0,0000.0,2318,1635,932,162,2093,15340,8856,39892,0.176224,0,8,20
0000872,-006.450,-001.800,0000.200,0000.0,0000.0,2290,1637,935,188,2208,15534,8949,39583,0.177606,0,9,20
0000873,-006.400,-001.800,0000.200,0000.0,0000.0,2217,1736,975,162,2113,15947,9100,39265,0.182563,0,8,20
0000874,-006.350,-001.800,0000.200,0000.0,0000.0,2113,1889,1049,113,2232,16068,9133,39025,0.183079,0,9,20
0000875,-006.300,-001.800,0000.200,0000.0,0000.0,1959,2036,1123,120,2426,15128,8512,39771,0.190032,0,11,8
0000876,-006.250,-001.800,0000.200,0000.0,0000.0,1969,2033,1144,113,2359,16487,9244,38479,0.194161,0,10,4
0000877,-006.200,-001.800,0000.200,0000.0,0000.0,1858,2139,1246,118,2543,16801,9375,37981,0.204866,0,11,5
0000878,-006.150,-001.800,0000.200,0000.0,0000.0,1890,1922,1153,303,2391,17286,9584,37648,0.223793,0,12,23
0000879,-006.100,-001.800,0000.200,0000.0,0000.0,1990,1867,1138,258,2386,17697,9765,37242,0.214736,0,9,5
0000880,-006.050,-001.800,0000.200,0000.0,0000.0,1855,1897,1169,363,2258,17909,9939,37158,0.240389,0,10,7
0000881,-006.000,-001.800,0000.200,0000.0,0000.0,1920,1889,1229,306,2298,18411,10318,36616,0.239358,0,10,4
0000882,-005.950,-001.800,0000.200,0000.0,0000.0,2069,1630,1073,416,2004,17347,9809,37974,0.24334,0,11,8
0000883,-005.900,-001.800,0000.200,0000.0,0000.0,2082,1556,1011,477,1773,14869,8427,40683,0.252717,0,10,8
0000884,-005.850,-001.800,0000.200,0000.0,0000.0,2098,1652,1097,365,1805,14895,8454,40625,0.246959,0,10,8
0000885,-005.800,-001.800,0000.200,0000.0,0000.0,2092,1754,1154,269,1936,14850,8407,40539,0.235168,0,9,5
0000886,-005.750,-001.800,0000.200,0000.0,0000.0,2076,1803,1143,236,2114,14792,8342,40419,0.221384,0,10,5
0000887,-005.700,-001.800,0000.200,0000.0,0000.0,2068,1814,1112,233,2046,14130,8006,41149,0.218309,0,7,24
0000888,-005.650,-001.800,0000.200,0000.0,0000.0,1964,1940,1111,211,1986,14285,8208,41054,0.216686,0,6,24
0000889,-005.600,-001.800,0000.200,0000.0,0000.0,1826,2075,1142,214,2021,14581,8421,40723,0.220991,0,7,24
0000890,-005.550,-001.800,0000.200,0000.0,0000.0,1714,2165,1138,236,2222,14679,8486,40424,0.216822,0,8,24
0000891,-005.500,-001.800,0000.200,0000.0,0000.0,1693,2142,1158,280,2184,15195,8644,39946,0.22829,0,8,7
0000892,-005.450,-001.800,0000.200,0000.0,0000.0,1632,2318,1333,165,2061,15682,8805,39582,0.242552,0,6,6
0000893,-005.400,-001.800,0000.200,0000.0,0000.0,1612,2335,1379,168,2246,15932,8758,39147,0.243201,0,7,7
0000894,-005.350,-001.800,0000.200,0000.0,0000.0,1605,2340,1450,170,2282,16353,8921,38690,0.253244,0,7,7
